player,position,season,Team,TOI_all,TOI_EV,TOI_PP,TOI_SH,EV_GAR,PP_GAR,SH_GAR,Pens_GAR,GAR,WAR
DMITRY.KULIKOV,2,20132014,FLA,1747,1382,191,146,-1.9,0.0,0.0,-0.2,-2.1,-0.4
DOMINIC.MOORE,1,20152016,NYR,1060,868,5,168,-2.0,0.0,0.0,-0.1,-2.1,-0.4
DOUGIE.HAMILTON,2,20122013,BOS,719,625,81,12,-1.8,0.0,0.0,-0.1,-1.9,-0.4
DREW.FATA,2,20072008,NYI,88,75,0,12,-1.9,0.0,0.0,-0.1,-1.9,-0.4
DUSTIN.BOYD,1,20082009,CGY,894,671,68,149,-2.8,0.0,0.0,0.6,-2.2,-0.4
DUSTIN.PENNER,1,20102011,EDM,1144,844,179,91,-1.1,0.0,0.0,-0.9,-2.0,-0.4
DYLAN.LARKIN,1,20162017,DET,1292,1092,147,25,-4.8,0.0,0.0,2.5,-2.3,-0.4
DYLAN.STROME,1,20162017,ARI,96,80,15,0,-2.1,0.1,0.0,0.1,-2.0,-0.4
ERIC.BOULTON,1,20122013,NYI,85,84,0,1,-1.3,0.0,0.0,-0.5,-1.8,-0.4
ERIC.BOULTON,1,20132014,NYI,147,146,1,1,-1.3,0.0,0.0,-0.5,-1.9,-0.4
ERIC.BREWER,2,20142015,ANA,155,136,1,18,-1.3,0.0,0.0,-0.7,-1.9,-0.4
ERIC.FEHR,1,20112012,WPG,336,323,15,0,-1.9,0.1,0.0,0.0,-1.8,-0.4
ERIK.GUDBRANSON,2,20162017,VAN,610,519,6,80,-3.3,0.0,0.0,1.2,-2.1,-0.4
FEDOR.TYUTIN,2,20162017,COL,1307,1095,1,165,-0.1,0.0,0.0,-1.8,-1.9,-0.4
FILIP.FORSBERG,1,20122013,NSH,77,66,10,0,-2.0,0.1,0.0,0.0,-1.9,-0.4
FREDRIK.SJOSTROM,1,20102011,TOR,740,617,5,109,-3.8,0.0,1.0,0.7,-2.0,-0.4
GREG.RALLO,1,20122013,FLA,96,94,1,0,-1.8,0.0,0.0,-0.1,-1.9,-0.4
GREGORY.CAMPBELL,1,20122013,BOS,658,525,17,101,-2.6,0.1,0.0,0.5,-2.0,-0.4
IIRO.PAKARINEN,1,20142015,EDM,172,156,15,1,-2.5,0.1,0.0,0.4,-2.0,-0.4
JACK.JOHNSON,2,20152016,CBJ,1451,1100,141,172,-2.8,0.0,0.0,0.9,-1.8,-0.4
JAKUB.KINDL,2,20102011,DET,653,610,34,8,-0.3,0.0,0.0,-1.5,-1.8,-0.4
JAMAL.MAYERS,1,20082009,TOR,743,595,11,124,-1.3,0.1,0.0,-0.8,-2.1,-0.4
JAMES.SHEPPARD,1,20122013,S.J,376,361,13,0,-2.2,0.1,0.0,-0.1,-2.2,-0.4
JAMES.WISNIEWSKI,2,20092010,ANA,1680,1238,175,238,-4.9,0.0,0.0,2.7,-2.3,-0.4
JARED.BOLL,1,20162017,ANA,294,293,2,0,-2.6,0.0,0.0,0.3,-2.3,-0.4
JARED.COWEN,2,20112012,OTT,1528,1218,50,253,-2.5,0.0,0.0,0.3,-2.1,-0.4
JARED.ROSS,1,20082009,PHI,77,72,3,1,-2.7,0.0,0.0,0.2,-2.4,-0.4
JARKKO.RUUTU,1,20072008,PIT,724,632,12,60,0.4,0.1,0.0,-2.5,-2.0,-0.4
JAROSLAV.MODRY,2,20072008,L.A,1123,940,12,159,-0.2,0.1,0.0,-1.8,-1.9,-0.4
JAROSLAV.SPACEK,2,20112012,MTL,186,160,2,23,-1.9,0.0,0.0,0.1,-1.9,-0.4
JARRET.STOLL,1,20152016,NYR,400,333,2,55,-0.7,0.0,0.0,-1.6,-2.2,-0.4
JAY.BEAGLE,1,20122013,WSH,581,468,7,102,-1.5,0.0,0.2,-1.0,-2.2,-0.4
JAY.BEAGLE,1,20172018,WSH,983,757,2,194,-1.9,0.0,0.0,-0.3,-2.2,-0.4
JAY.BOUWMEESTER,2,20152016,STL,1664,1356,48,224,-2.9,0.0,0.0,0.9,-2.0,-0.4
JAY.HARRISON,2,20092010,CAR,547,476,4,59,-1.0,0.0,0.0,-0.8,-1.9,-0.4
JAY.MCKEE,2,20072008,STL,1181,960,8,192,-2.1,0.0,0.0,-0.2,-2.2,-0.4
JAY.ROSEHILL,1,20092010,TOR,94,92,1,1,-0.8,0.0,0.0,-1.2,-2.0,-0.4
JAYSON.MEGNA,1,20142015,PIT,132,125,1,5,-1.6,0.0,0.0,-0.5,-2.1,-0.4
JEAN-PHILIPPE.COTE,2,20132014,T.B,190,174,0,15,-2.1,0.0,0.0,-0.1,-2.3,-0.4
JEFF.PETRY,2,20142015,EDM,1236,1059,68,94,-2.6,1.0,0.0,-0.5,-2.1,-0.4
JEFF.PETRY,2,20152016,MTL,1089,847,86,116,-2.4,0.1,0.0,0.2,-2.0,-0.4
JOCHEN.HECHT,1,20082009,BUF,1214,951,80,149,-2.5,0.0,0.6,-0.4,-2.3,-0.4
JODY.SHELLEY,1,20072008,CBJ,130,127,0,0,-1.4,0.0,0.0,-0.9,-2.3,-0.4
JODY.SHELLEY,1,20092010,S.J,229,224,5,0,-1.2,0.0,0.0,-1.1,-2.2,-0.4
JOEY.CRABB,1,20122013,WSH,245,217,1,27,-1.5,0.0,0.0,-0.4,-1.9,-0.4
JOHN.MADDEN,1,20112012,FLA,372,331,2,35,-3.5,0.0,0.8,0.5,-2.2,-0.4
JOHN.MCCARTHY,1,20132014,S.J,395,348,4,42,-2.4,0.0,0.5,0.1,-1.8,-0.4
JOHN.MITCHELL,1,20102011,TOR,288,253,9,21,-1.9,0.1,0.0,-0.2,-2.1,-0.4
JON.KLEMM,2,20072008,L.A,239,191,2,45,-2.2,0.0,0.0,0.2,-2.0,-0.4
JON.SIM,1,20102011,NYI,388,335,11,39,-2.3,0.1,0.7,-0.5,-2.1,-0.4
JORDAN.LEOPOLD,2,20142015,MIN,240,234,0,4,-2.0,0.0,0.0,-0.2,-2.3,-0.4
JORDAN.NOLAN,1,20162017,L.A,499,486,8,1,-1.2,0.1,0.0,-1.0,-2.2,-0.4
JORDAN.SZWARZ,1,20142015,ARI,121,101,0,20,-2.0,0.0,0.0,-0.1,-2.1,-0.4
JUSSI.JOKINEN,1,20172018,CBJ,140,113,17,11,-2.4,0.1,0.0,0.1,-2.3,-0.4
JUSTIN.FALK,2,20112012,MIN,893,766,11,104,-1.4,0.1,0.0,-0.5,-1.9,-0.4
KASPARS.DAUGAVINS,1,20112012,OTT,730,591,8,124,-3.7,0.1,1.0,0.8,-1.9,-0.4
KASPERI.KAPANEN,1,20152016,TOR,133,111,15,0,-2.1,0.1,0.0,0.0,-2.0,-0.4
KEATON.ELLERBY,2,20122013,FLA,137,126,1,10,-1.0,0.0,0.0,-0.9,-1.8,-0.4
KEITH.AULIE,2,20112012,T.B,209,203,0,5,-1.6,0.0,0.0,-0.6,-2.2,-0.4
KEITH.AULIE,2,20112012,TOR,274,244,0,28,-1.7,0.0,0.5,-0.6,-1.8,-0.4
KEITH.AULIE,2,20142015,EDM,443,419,1,21,-0.5,0.0,0.0,-1.4,-1.9,-0.4
KEVIN.CZUCZMAN,2,20132014,NYI,254,224,8,22,-1.3,0.0,0.0,-0.9,-2.2,-0.4
KEVIN.KLEIN,2,20132014,NYR,450,420,4,18,-3.0,0.0,0.0,0.8,-2.2,-0.4
KIRK.MALTBY,1,20072008,DET,732,595,6,129,-4.0,0.0,2.2,-0.3,-2.1,-0.4
KLAS.DAHLBECK,2,20142015,ARI,365,297,0,58,-2.2,0.0,0.0,0.1,-2.1,-0.4
KLAS.DAHLBECK,2,20152016,ARI,1111,908,3,196,-3.3,0.0,2.3,-1.2,-2.1,-0.4
KURTIS.FOSTER,2,20112012,ANA,136,113,21,1,-1.8,0.1,0.0,-0.6,-2.2,-0.4
KYLE.CHIPCHURA,1,20152016,ARI,713,643,11,54,-2.0,0.1,0.1,-0.4,-2.3,-0.4
KYLE.CONNOR,1,20162017,WPG,244,215,28,0,-2.0,0.0,0.0,0.0,-2.0,-0.4
LEE.STEMPNIAK,1,20132014,CGY,1005,799,99,87,-3.8,1.2,1.0,-0.6,-2.1,-0.4
LINUS.OMARK,1,20112012,EDM,188,161,25,0,-2.2,0.2,0.0,-0.1,-2.1,-0.4
LUCA.SBISA,2,20132014,ANA,512,462,7,35,-1.2,0.0,0.6,-1.6,-2.0,-0.4
LUKAS.KRAJICEK,2,20092010,T.B,403,348,8,41,-1.9,0.1,0.0,-0.4,-2.2,-0.4
LUKE.KUNIN,1,20172018,MIN,247,226,1,18,-2.5,0.0,0.0,0.0,-2.5,-0.4
MARC.SAVARD,1,20102011,BOS,395,314,73,2,-3.0,0.4,0.0,0.4,-2.2,-0.4
MARC.STAAL,2,20142015,NYR,1691,1487,10,173,-2.6,0.1,1.2,-0.6,-1.9,-0.4
MARCEL.GOC,1,20142015,STL,329,288,1,40,-1.6,0.0,0.0,-0.2,-1.8,-0.4
MARCUS.KRUGER,1,20152016,CHI,554,446,4,97,-0.7,0.0,0.0,-1.2,-1.8,-0.4
MAREK.MALIK,2,20082009,T.B,803,647,34,113,-3.3,0.0,3.0,-1.7,-1.9,-0.4
MARK.FISTRIC,2,20082009,DAL,573,467,1,94,-0.8,0.0,0.0,-1.3,-2.1,-0.4
MARK.FLOOD,2,20112012,WPG,507,432,34,37,-2.3,0.4,0.2,-0.4,-2.0,-0.4
MARK.FRASER,2,20132014,EDM,357,311,2,44,-1.4,0.0,0.0,-0.9,-2.3,-0.4
MARK.KATIC,2,20102011,NYI,181,154,11,14,-2.3,0.1,0.0,-0.1,-2.3,-0.4
MARK.LETESTU,1,20112012,PIT,141,114,26,1,-1.8,0.0,0.0,-0.1,-2.0,-0.4
MARTIN.SKOULA,2,20092010,PIT,552,501,25,21,-2.4,0.2,0.0,0.4,-1.9,-0.4
MATT.DUMBA,2,20132014,MIN,161,139,21,1,-2.7,0.1,0.0,0.7,-1.8,-0.4
MATT.ELLIS,1,20102011,BUF,141,136,2,2,-2.0,0.0,0.0,0.1,-1.9,-0.4
MATT.FRATTIN,1,20142015,TOR,64,63,0,0,-1.8,0.0,0.0,-0.2,-2.0,-0.4
MATT.HUNWICK,2,20172018,PIT,736,643,3,86,-3.6,0.0,0.4,0.9,-2.3,-0.4
MATT.LASHOFF,2,20072008,BOS,230,187,41,1,-2.4,0.0,0.0,0.1,-2.3,-0.4
MATT.MARTIN,1,20132014,NYI,940,849,24,54,-2.7,0.2,0.0,0.7,-1.9,-0.4
MATT.PETTINGER,1,20082009,T.B,722,625,25,64,-3.5,0.2,1.0,0.0,-2.4,-0.4
MATTHEW.LOMBARDI,1,20112012,TOR,841,725,27,77,-1.8,0.0,0.0,-0.3,-2.1,-0.4
MATTIAS.JANMARK,1,20172018,DAL,1371,1107,125,111,-2.7,0.1,0.0,0.4,-2.1,-0.4
MAXIME.MACENAUER,1,20112012,ANA,314,220,2,83,-0.7,0.0,0.0,-1.5,-2.2,-0.4
MICHAEL.DEL ZOTTO,2,20092010,NYR,1518,1146,304,36,-6.3,1.8,0.0,2.3,-2.1,-0.4
MICHAEL.DEL ZOTTO,2,20132014,NYR,746,641,81,12,-4.4,1.4,0.0,0.8,-2.1,-0.4
MICHAEL.RAFFL,1,20162017,PHI,690,676,5,1,-3.2,0.0,0.0,1.1,-2.1,-0.4
MICHEAL.HALEY,1,20102011,NYI,217,207,5,4,-1.4,0.0,0.0,-0.9,-2.3,-0.4
MICHEAL.HALEY,1,20112012,NYI,111,107,1,2,-1.3,0.0,0.0,-0.5,-1.8,-0.4
MICHEAL.HALEY,1,20152016,S.J,114,113,0,0,-2.0,0.0,0.0,-0.1,-2.2,-0.4
MIKE.BROWN,1,20072008,VAN,120,111,3,0,-1.2,0.0,0.0,-0.8,-2.0,-0.4
MIKE.BROWN,1,20082009,VAN,110,109,0,0,-1.6,0.0,0.0,-0.5,-2.1,-0.4
MIKE.JOHNSON,1,20072008,STL,274,215,9,45,-2.4,0.1,0.8,-0.5,-2.0,-0.4
MIKE.KNUBLE,1,20122013,PHI,358,300,47,9,-0.6,0.0,0.0,-1.3,-1.9,-0.4
MIKE.RIBEIRO,1,20162017,NSH,735,604,119,1,-1.3,0.0,0.0,-0.6,-1.9,-0.4
MIKE.RUPP,1,20102011,PIT,814,729,64,17,-0.3,0.4,0.0,-2.3,-2.1,-0.4
MIKE.SANTORELLI,1,20122013,WPG,137,133,3,0,-2.1,0.0,0.0,0.1,-2.0,-0.4
MIKE.WEAVER,2,20082009,STL,1001,821,3,166,-5.1,0.0,0.9,2.0,-2.2,-0.4
MIKE.WEBER,2,20142015,BUF,1200,1031,5,153,-1.0,0.0,0.6,-1.8,-2.1,-0.4
MIKE.WEBER,2,20152016,WSH,140,129,0,11,-1.3,0.0,0.0,-0.9,-2.1,-0.4
NATE.THOMPSON,1,20082009,NYI,520,393,3,109,-0.8,0.0,0.0,-1.2,-2.0,-0.4
NATHAN.GERBE,1,20122013,BUF,525,475,38,6,-2.3,0.0,0.0,0.3,-2.0,-0.4
NIC.DOWD,1,20172018,L.A,127,127,0,0,-1.2,0.0,0.0,-0.8,-2.0,-0.4
NICK.BJUGSTAD,1,20122013,FLA,167,155,11,1,-2.1,0.1,0.0,-0.1,-2.2,-0.4
NICK.BONINO,1,20102011,ANA,255,245,8,2,-2.3,0.1,0.0,0.1,-2.1,-0.4
NICK.BOYNTON,2,20102011,PHI,103,101,0,2,-2.1,0.0,0.0,-0.2,-2.3,-0.4
NICK.SCHULTZ,2,20132014,EDM,1018,863,3,146,-2.0,0.0,0.0,0.2,-1.8,-0.4
NIKITA.ZAITSEV,2,20162017,TOR,1806,1466,161,141,-6.2,3.3,0.0,0.8,-2.0,-0.4
NIKLAS.KRONWALL,2,20142015,DET,1905,1369,255,224,-5.3,4.5,0.0,-0.9,-1.8,-0.4
NOAH.JUULSEN,2,20172018,MTL,446,376,8,54,-3.8,0.1,0.8,0.7,-2.3,-0.4
NOAH.WELCH,2,20082009,FLA,149,151,0,1,-2.2,0.0,0.0,0.0,-2.1,-0.4
OLLI.JOKINEN,1,20082009,ARI,1034,781,214,15,-1.1,1.1,0.0,-2.2,-2.3,-0.4
OWEN.TIPPETT,1,20172018,FLA,78,65,12,0,-2.1,0.1,0.0,0.0,-2.0,-0.4
PATRICK.BROWN,1,20162017,CAR,136,134,0,1,-2.3,0.0,0.0,0.1,-2.2,-0.4
PATRICK.O'SULLIVAN,1,20082009,EDM,347,273,46,24,-1.9,0.0,0.0,-0.2,-2.2,-0.4
PATRICK.SHARP,1,20172018,CHI,902,765,109,3,-2.9,0.0,0.0,0.9,-2.0,-0.4
PAUL.GAUSTAD,1,20152016,NSH,702,572,2,109,-1.6,0.0,0.0,-0.2,-1.8,-0.4
PAUL.POSTMA,2,20172018,BOS,143,130,11,0,-2.1,0.1,0.0,-0.1,-2.1,-0.4
PAUL.SZCZECHURA,1,20092010,T.B,681,537,13,117,-2.4,0.1,0.0,0.0,-2.4,-0.4
PETER.HOLLAND,1,20132014,TOR,452,441,7,0,-1.6,0.0,0.0,-0.3,-1.8,-0.4
PETER.REGIN,1,20132014,NYI,521,458,22,32,-3.4,0.2,0.0,1.0,-2.2,-0.4
PETR.SYKORA,1,20092010,MIN,161,144,22,0,-2.4,0.2,0.0,0.0,-2.3,-0.4
PHIL.ORESKOVIC,2,20082009,TOR,162,148,0,12,-2.2,0.0,0.0,-0.2,-2.3,-0.4
PHILIP.SAMUELSSON,2,20132014,PIT,78,73,0,5,-1.9,0.0,0.0,0.0,-1.9,-0.4
RADEK.MARTINEK,2,20122013,NYI,210,202,0,7,-2.0,0.0,0.0,0.1,-1.9,-0.4
RANDY.JONES,2,20092010,L.A,871,726,100,32,-3.5,1.8,0.1,-0.7,-2.2,-0.4
RENE.BOURQUE,1,20142015,MTL,161,153,4,2,-2.0,0.0,0.0,-0.2,-2.2,-0.4
RICH.PEVERLEY,1,20122013,BOS,717,540,80,88,-3.0,1.0,0.1,-0.2,-2.0,-0.4
RICK.RYPIEN,1,20092010,VAN,500,464,8,12,-1.3,0.1,0.0,-0.8,-2.1,-0.4
RILEY.COTE,1,20082009,PHI,260,260,0,0,-2.2,0.0,0.0,0.1,-2.0,-0.4
ROB.SCUDERI,2,20112012,L.A,1690,1449,8,215,-2.6,0.1,0.5,0.2,-1.8,-0.4
ROB.SCUDERI,2,20152016,CHI,189,185,0,3,-2.4,0.0,0.0,0.5,-1.9,-0.4
ROD.BRIND'AMOUR,1,20092010,CAR,997,785,103,86,-1.5,0.0,0.0,-0.5,-2.0,-0.4
ROD.PELLEY,1,20092010,N.J,494,479,8,2,-1.5,0.1,0.0,-0.4,-1.9,-0.4
RON.HAINSEY,2,20162017,CAR,1250,1038,11,166,-3.7,0.1,0.0,1.8,-1.8,-0.4
RORY.FITZPATRICK,2,20072008,PHI,241,215,2,11,-3.3,0.0,0.0,1.0,-2.3,-0.4
RYAN.BAYDA,1,20082009,CAR,730,564,27,121,-1.4,0.0,0.0,-0.5,-1.9,-0.4
RYAN.CARTER,1,20092010,ANA,372,327,10,34,-1.9,0.1,0.5,-0.8,-2.1,-0.4
RYAN.VESCE,1,20082009,S.J,98,96,1,0,-1.8,0.0,0.0,-0.3,-2.1,-0.4
RYAN.WHITE,1,20132014,MTL,502,406,3,93,-1.6,0.0,0.0,-0.5,-2.1,-0.4
RYAN.WHITE,1,20152016,PHI,917,763,69,70,-1.8,0.6,0.0,-1.0,-2.2,-0.4
SAKU.KOIVU,1,20132014,ANA,976,807,42,99,-0.1,0.0,0.0,-2.1,-2.1,-0.4
SCOTT.HARRINGTON,2,20142015,PIT,158,139,4,12,-2.2,0.0,0.0,0.0,-2.1,-0.4
SEAN.AVERY,1,20102011,NYR,853,809,28,0,-2.1,0.0,0.0,0.0,-2.1,-0.4
SERGEI.GONCHAR,2,20132014,DAL,1338,1123,188,18,-4.9,2.2,0.0,0.8,-1.9,-0.4
SERGEI.PLOTNIKOV,1,20152016,ARI,135,134,0,0,-2.2,0.0,0.0,0.1,-2.1,-0.4
SERGEY.KALININ,1,20152016,N.J,1040,904,101,19,-2.9,0.0,0.0,0.8,-2.1,-0.4
SHAWN.HORCOFF,1,20102011,EDM,878,664,127,73,-2.4,0.7,0.1,-0.6,-2.3,-0.4
SHELDON.BROOKBANK,2,20112012,ANA,1247,1086,6,144,-2.1,0.0,0.0,-0.1,-2.2,-0.4
STEFAN.MATTEAU,1,20152016,N.J,202,188,13,0,-2.4,0.1,0.0,0.1,-2.2,-0.4
STEVE.BERNIER,1,20132014,N.J,961,882,71,1,-2.9,0.0,0.0,0.8,-2.1,-0.4
STEVE.MACINTYRE,1,20102011,EDM,120,119,1,0,-0.4,0.0,0.0,-1.8,-2.3,-0.4
STEVEN.KAMPFER,2,20162017,NYR,129,127,0,1,-2.8,0.0,0.0,0.7,-2.1,-0.4
STU.BICKEL,2,20122013,NYR,88,88,0,0,-1.4,0.0,0.0,-0.9,-2.2,-0.4
T.J..GALIARDI,1,20142015,WPG,397,309,3,82,-3.1,0.0,0.0,0.9,-2.2,-0.4
TANNER.GLASS,1,20132014,PIT,782,672,1,109,-1.8,0.0,0.0,-0.1,-1.9,-0.4
TEDDY.PURCELL,1,20092010,T.B,306,262,35,1,-1.8,0.0,0.0,-0.3,-2.1,-0.4
THOMAS.VANEK,1,20132014,BUF,242,189,46,0,-1.4,0.0,0.0,-0.5,-1.9,-0.4
TIM.GLEASON,2,20132014,CAR,270,245,2,22,-2.1,0.0,0.0,-0.2,-2.3,-0.4
TIM.JACKMAN,1,20132014,CGY,64,63,0,1,-0.8,0.0,0.0,-1.1,-1.9,-0.4
TIM.KENNEDY,1,20112012,FLA,301,283,12,5,-3.1,0.1,0.0,1.1,-2.0,-0.4
TIM.WALLACE,1,20112012,NYI,266,262,3,4,-2.6,0.0,0.0,0.5,-2.0,-0.4
TJ.BRENNAN,2,20152016,TOR,106,99,2,3,-1.5,0.0,0.0,-0.5,-2.0,-0.4
TODD.BERTUZZI,1,20082009,CGY,1210,923,261,5,-0.5,0.1,0.0,-1.8,-2.2,-0.4
TOM.POTI,2,20122013,WSH,244,219,5,19,-2.5,0.0,0.0,0.3,-2.1,-0.4
TOMAS.KUNDRATEK,2,20122013,WSH,404,347,21,35,-3.0,0.1,0.1,0.8,-1.9,-0.4
TOMAS.VINCOUR,1,20102011,DAL,226,220,3,0,-2.7,0.0,0.0,0.4,-2.3,-0.4
TONY.DEANGELO,2,20172018,NYR,530,457,62,5,-3.4,0.5,0.0,0.5,-2.4,-0.4
TRAVIS.ZAJAC,1,20112012,N.J,261,219,18,19,-1.7,0.1,0.0,-0.4,-2.0,-0.4
TRENT.HUNTER,1,20102011,NYI,215,188,21,2,-0.8,0.1,0.0,-1.2,-1.9,-0.4
TREVOR.GILLIES,1,20102011,NYI,120,117,3,0,-0.6,0.0,0.0,-1.6,-2.3,-0.4
TREVOR.LETOWSKI,1,20072008,CAR,768,562,17,175,-2.0,0.1,0.0,-0.4,-2.3,-0.4
TROY.BODIE,1,20102011,CAR,316,309,1,5,-2.0,0.0,0.0,0.1,-2.0,-0.4
TUOMO.RUUTU,1,20152016,N.J,380,364,6,8,-2.3,0.0,0.0,0.1,-2.1,-0.4
TYLER.MYERS,2,20132014,BUF,1353,1027,152,150,-1.4,0.0,0.0,-0.9,-2.3,-0.4
TYSON.STRACHAN,2,20132014,WSH,311,289,3,19,-2.4,0.0,0.0,0.2,-2.2,-0.4
VERNON.FIDDLER,1,20162017,NSH,210,179,1,23,-2.0,0.0,0.0,-0.1,-2.1,-0.4
VIKTOR.TIKHONOV,1,20152016,ARI,459,416,33,5,-1.6,0.0,0.0,-0.3,-1.8,-0.4
VILLE.LEINO,1,20092010,DET,555,473,78,0,-2.9,0.0,0.0,0.6,-2.3,-0.4
VINNIE.HINOSTROZA,1,20162017,CHI,587,565,16,0,-3.3,0.1,0.0,0.9,-2.3,-0.4
WADE.REDDEN,2,20082009,NYR,1807,1301,286,173,-2.4,0.0,0.7,-0.4,-2.1,-0.4
WAYNE.PRIMEAU,1,20072008,CGY,474,445,5,21,-0.8,0.0,0.0,-1.4,-2.2,-0.4
YANNICK.WEBER,2,20132014,VAN,584,493,77,12,-1.9,0.6,0.0,-0.7,-2.1,-0.4
ZAC.RINALDO,1,20152016,BOS,431,418,1,9,-1.3,0.0,0.0,-0.9,-2.1,-0.4
ZACH.SILL,1,20142015,PIT,348,323,2,24,-2.4,0.0,0.0,0.2,-2.2,-0.4
ZACK.KASSIAN,1,20112012,VAN,175,175,0,0,-2.7,0.0,0.0,0.4,-2.3,-0.4
ZACK.SMITH,1,20142015,OTT,445,398,7,36,-3.8,0.0,1.3,0.4,-2.1,-0.4
AARON.ROME,2,20112012,VAN,655,599,23,30,-1.9,0.1,0.0,-0.8,-2.5,-0.5
AARON.WARD,2,20092010,ANA,246,216,1,27,-2.3,0.0,0.0,-0.4,-2.7,-0.5
ADAM.BURISH,1,20072008,CHI,933,676,18,224,-3.4,0.1,0.0,0.9,-2.4,-0.5
ADAM.CRACKNELL,1,20142015,CBJ,169,158,1,10,-2.4,0.0,0.0,0.1,-2.3,-0.5
ADAM.FOOTE,2,20072008,COL,240,199,6,32,-2.1,0.0,0.0,-0.5,-2.6,-0.5
ADAM.MCQUAID,2,20152016,BOS,1152,980,2,155,-2.7,0.0,1.1,-0.8,-2.3,-0.5
ALEC.MARTINEZ,2,20122013,L.A,433,375,34,19,-2.6,0.0,0.0,-0.1,-2.7,-0.5
ALES.HEMSKY,1,20112012,EDM,1211,1038,145,2,-2.9,0.1,0.0,0.2,-2.6,-0.5
ALES.KOTALIK,1,20072008,BUF,1197,930,254,2,-3.5,4.2,0.0,-3.3,-2.5,-0.5
ALEX.BIEGA,2,20172018,VAN,661,621,2,35,-1.9,0.0,0.2,-1.1,-2.8,-0.5
ALEX.BURROWS,1,20172018,OTT,830,663,99,56,-2.2,0.2,0.0,-0.7,-2.7,-0.5
ALEX.PETROVIC,2,20122013,FLA,113,106,2,4,-2.0,0.0,0.0,-0.4,-2.4,-0.5
ALEX.SULZER,2,20102011,NSH,542,465,39,43,-3.6,0.0,0.3,0.6,-2.7,-0.5
ALEX.SULZER,2,20132014,BUF,453,387,15,46,-2.7,0.1,0.0,-0.1,-2.7,-0.5
ALEXEI.EMELIN,2,20152016,MTL,1476,1265,20,148,-1.0,0.1,0.0,-1.9,-2.8,-0.5
ALEXEI.PONIKAROVSKY,1,20112012,CAR,729,597,104,12,-5.2,2.6,0.0,0.0,-2.6,-0.5
ANDREAS.THURESSON,1,20092010,NSH,219,208,5,4,-3.1,0.0,0.0,0.2,-2.9,-0.5
ANDREI.LOKTIONOV,1,20112012,L.A,489,456,28,1,-3.4,0.0,0.0,1.0,-2.4,-0.5
ANDREW.BODNARCHUK,2,20152016,COL,224,222,0,1,-2.8,0.0,0.0,0.1,-2.8,-0.5
ANDREW.DESJARDINS,1,20142015,S.J,585,507,2,62,-1.4,0.0,0.0,-1.4,-2.8,-0.5
ANDREW.PETERS,1,20092010,N.J,151,150,1,0,-1.9,0.0,0.0,-0.5,-2.4,-0.5
ANDY.SUTTON,2,20092010,OTT,346,292,6,45,-2.6,0.0,0.8,-0.8,-2.7,-0.5
ANDY.SUTTON,2,20102011,ANA,575,477,3,89,1.2,0.0,0.0,-3.5,-2.4,-0.5
ANTHONY.BITETTO,2,20142015,NSH,82,82,0,0,-2.6,0.0,0.0,0.2,-2.3,-0.5
ANTTI.MIETTINEN,1,20112012,WPG,527,446,37,41,-4.2,1.1,0.0,0.5,-2.7,-0.5
BEN.EAGER,1,20072008,PHI,126,116,0,0,-2.1,0.0,0.0,-0.4,-2.6,-0.5
BENOIT.POULIOT,1,20162017,EDM,942,784,58,89,-4.6,0.0,2.0,0.0,-2.6,-0.5
BILL.GUERIN,1,20082009,NYI,1047,765,242,1,-1.5,0.0,0.0,-1.1,-2.6,-0.5
BLAIR.JONES,1,20122013,CGY,161,150,0,10,-2.6,0.0,0.0,-0.1,-2.7,-0.5
BRANDON.DUBINSKY,1,20172018,CBJ,951,820,20,95,-2.5,0.1,0.0,-0.6,-3.0,-0.5
BRANDON.MANNING,2,20162017,PHI,1174,1045,11,105,-4.2,0.1,1.2,0.4,-2.4,-0.5
BRANDON.PRUST,1,20102011,NYR,1133,952,24,139,-4.0,0.2,0.0,1.2,-2.6,-0.5
BRANDON.PRUST,1,20152016,VAN,448,418,5,22,-2.8,0.0,0.0,0.3,-2.4,-0.5
BRAYDON.COBURN,2,20172018,T.B,1148,991,1,150,-2.8,0.0,1.1,-1.0,-2.7,-0.5
BRENDEN.DILLON,2,20142015,DAL,412,367,4,39,-2.6,0.0,0.0,-0.1,-2.7,-0.5
BRENDEN.DILLON,2,20172018,S.J,1403,1252,3,115,-3.0,0.0,0.0,0.0,-3.0,-0.5
BRENDEN.MORROW,1,20112012,DAL,971,787,141,23,-0.5,1.4,0.0,-3.3,-2.5,-0.5
BRENT.REGNER,2,20152016,FLA,81,78,0,2,-2.3,0.0,0.0,-0.2,-2.4,-0.5
BRETT.CONNOLLY,1,20112012,T.B,779,692,80,1,-2.3,0.0,0.0,-0.3,-2.6,-0.5
BRETT.KULAK,2,20162017,CGY,299,290,6,2,-2.2,0.0,0.0,-0.6,-2.8,-0.5
BRIAN.FLYNN,1,20132014,BUF,1139,933,9,183,-3.6,0.1,0.0,0.7,-2.8,-0.5
BRIAN.LEE,2,20112012,OTT,513,442,4,64,-1.5,0.0,0.0,-1.1,-2.5,-0.5
BRIAN.MCGRATTAN,1,20132014,CGY,511,502,5,1,-2.6,0.0,0.0,0.0,-2.6,-0.5
BRIAN.STRAIT,2,20142015,NYI,955,845,3,89,-2.0,0.0,0.0,-0.8,-2.8,-0.5
