player,position,season,Team,TOI_all,TOI_EV,TOI_PP,TOI_SH,EV_GAR,PP_GAR,SH_GAR,Pens_GAR,GAR,WAR
BROOKS.LAICH,1,20152016,WSH,633,495,3,123,-2.1,0.0,0.0,-0.3,-2.4,-0.5
BRUNO.GERVAIS,2,20102011,NYI,831,740,14,76,-3.8,0.1,0.0,0.9,-2.8,-0.5
BRYCE.SALVADOR,2,20082009,N.J,1480,1226,6,231,-2.5,0.0,0.0,-0.4,-2.8,-0.5
CAM.BARKER,2,20112012,EDM,459,386,57,9,-2.4,0.6,0.0,-1.0,-2.8,-0.5
CHRIS.BUTLER,2,20122013,CGY,748,654,2,83,-2.9,0.0,0.0,0.4,-2.4,-0.5
CHRIS.CLARK,1,20072008,WSH,304,230,57,7,-0.9,0.0,0.0,-1.7,-2.6,-0.5
CHRIS.DRURY,1,20082009,NYR,1638,1111,282,189,-3.4,0.0,0.0,0.9,-2.5,-0.5
CHRIS.NEIL,1,20082009,OTT,657,595,56,1,-2.7,0.0,0.0,-0.1,-2.8,-0.5
CHRIS.PORTER,1,20152016,MIN,587,505,3,73,-3.5,0.0,0.5,0.7,-2.3,-0.5
CHRIS.STEWART,1,20162017,MIN,821,804,13,0,-3.0,0.1,0.0,0.1,-2.7,-0.5
COLIN.FRASER,1,20132014,L.A,297,273,3,20,-3.0,0.0,0.0,0.3,-2.8,-0.5
COLTEN.TEUBERT,2,20112012,EDM,303,294,0,8,-1.5,0.0,0.0,-0.8,-2.3,-0.5
COLTON.ORR,1,20102011,TOR,233,231,2,0,-0.3,0.0,0.0,-2.4,-2.6,-0.5
CRAIG.ADAMS,1,20082009,CHI,314,283,5,23,-3.1,0.0,0.0,0.4,-2.7,-0.5
CRAIG.CONROY,1,20092010,CGY,855,682,13,139,-3.0,0.1,0.0,0.4,-2.5,-0.5
DALE.WEISE,1,20122013,VAN,382,343,2,36,-2.8,0.0,0.4,0.1,-2.3,-0.5
DAN.BOYLE,2,20132014,S.J,1596,1276,273,19,-3.9,0.0,0.0,1.6,-2.3,-0.5
DAN.GIRARDI,2,20122013,NYR,1169,912,99,139,-3.1,0.0,0.0,0.3,-2.7,-0.5
DAN.GIRARDI,2,20152016,NYR,1504,1272,8,196,-4.7,0.1,1.0,1.2,-2.4,-0.5
DANIEL.CLEARY,1,20122013,DET,789,603,120,53,-1.7,0.6,0.0,-1.3,-2.4,-0.5
DANIEL.SPRONG,1,20152016,PIT,157,149,7,0,-2.5,0.1,0.0,0.2,-2.3,-0.5
DANY.HEATLEY,1,20132014,MIN,1125,916,192,1,-3.4,0.0,0.0,0.9,-2.5,-0.5
DAVE.BOLLAND,1,20152016,FLA,351,278,19,49,-1.8,0.1,0.0,-0.8,-2.5,-0.5
DAVID.BOOTH,1,20172018,DET,195,190,3,1,-2.5,0.0,0.0,-0.6,-3.1,-0.5
DAVID.CLARKSON,1,20152016,CBJ,212,205,6,0,-2.9,0.0,0.0,0.5,-2.3,-0.5
DAVID.KOCI,1,20092010,COL,131,131,0,0,-0.9,0.0,0.0,-1.6,-2.5,-0.5
DAVID.MOSS,1,20142015,ARI,774,654,23,81,-2.2,0.2,0.5,-0.9,-2.5,-0.5
DAVID.STECKEL,1,20082009,WSH,1049,743,7,282,-2.4,0.0,0.8,-1.1,-2.6,-0.5
DAVID.WARSOFSKY,2,20152016,PIT,213,183,25,1,-3.4,0.2,0.0,0.5,-2.8,-0.5
DENIS.TOLPEKO,1,20072008,PHI,215,202,1,1,-2.6,0.0,0.0,0.0,-2.5,-0.5
DEREK.ARMSTRONG,1,20082009,L.A,475,465,6,1,-1.6,0.0,0.0,-0.9,-2.5,-0.5
DEREK.BOOGAARD,1,20092010,MIN,351,346,3,1,-1.0,0.0,0.0,-1.5,-2.5,-0.5
DEREK.MORRIS,2,20132014,ARI,1225,1061,35,109,-1.2,0.0,0.0,-1.5,-2.8,-0.5
DERIAN.HATCHER,2,20072008,PHI,927,718,9,167,-4.0,0.1,0.0,1.4,-2.5,-0.5
DERRICK.POULIOT,2,20142015,PIT,592,500,83,3,-3.4,0.0,0.0,0.9,-2.5,-0.5
DEVANTE.SMITH-PELLY,1,20162017,N.J,716,582,58,66,-3.4,0.0,0.1,0.7,-2.6,-0.5
DEVANTE.SMITH-PELLY,1,20172018,WSH,926,836,3,70,-3.8,0.0,0.7,0.1,-3.0,-0.5
DEVIN.SETOGUCHI,1,20142015,CGY,146,127,17,1,-2.1,0.1,0.0,-0.3,-2.3,-0.5
DREW.MILLER,1,20142015,DET,1097,821,8,255,-2.9,0.1,0.0,0.1,-2.8,-0.5
DREW.MILLER,1,20162017,DET,566,483,3,74,-1.9,0.0,0.0,-0.8,-2.7,-0.5
DREW.STAFFORD,1,20162017,WPG,528,452,55,11,-3.0,0.6,0.0,0.0,-2.4,-0.5
DWIGHT.KING,1,20142015,L.A,1166,1034,37,70,-3.2,0.0,0.6,0.0,-2.7,-0.5
DWIGHT.KING,1,20162017,MTL,208,195,1,12,-2.7,0.0,0.0,-0.1,-2.8,-0.5
DYLAN.REESE,2,20102011,NYI,400,353,8,34,-2.7,0.1,0.0,0.0,-2.7,-0.5
ED.JOVANOVSKI,2,20132014,FLA,598,460,60,72,-1.4,0.0,0.0,-0.9,-2.3,-0.5
ERIC.BOULTON,1,20082009,ATL,573,566,5,1,-1.1,0.0,0.0,-1.6,-2.7,-0.5
ERIC.GRYBA,2,20152016,EDM,948,816,3,121,0.1,0.0,0.0,-2.5,-2.4,-0.5
ERIC.TANGRADI,1,20122013,WPG,371,361,7,0,-3.4,0.0,0.0,0.8,-2.5,-0.5
ERIK.JOHNSON,2,20142015,COL,1148,886,121,113,-4.1,0.0,0.9,0.6,-2.5,-0.5
EVGENY.ARTYUKHIN,1,20092010,ANA,336,323,6,0,-0.3,0.0,0.0,-2.5,-2.8,-0.5
FREDDY.MEYER,2,20102011,ATL,222,212,2,15,-2.7,0.0,0.0,0.0,-2.7,-0.5
FREDRIK.CLAESSON,2,20152016,OTT,309,283,1,22,-2.6,0.0,0.0,0.2,-2.3,-0.5
FREDRIK.MODIN,1,20092010,L.A,297,226,33,28,-2.1,0.3,0.0,-0.9,-2.7,-0.5
GABRIEL.BOURQUE,1,20172018,COL,633,514,1,109,-3.7,0.0,0.9,-0.3,-3.0,-0.5
GARNET.EXELBY,2,20092010,TOR,515,438,2,71,-2.6,0.0,0.8,-0.9,-2.7,-0.5
GARRETT.WILSON,1,20152016,FLA,272,267,4,0,-2.0,0.0,0.0,-0.7,-2.6,-0.5
GARY.ROBERTS,1,20072008,PIT,502,404,88,1,-2.6,0.0,0.0,-0.1,-2.8,-0.5
GEORGE.PARROS,1,20102011,ANA,498,498,1,0,-3.8,0.0,0.0,1.1,-2.8,-0.5
GEORGE.PARROS,1,20122013,FLA,258,257,0,1,-1.7,0.0,0.0,-0.7,-2.4,-0.5
GRANT.CLITSOME,2,20112012,CBJ,868,715,110,33,-2.2,0.0,0.0,-0.1,-2.3,-0.5
GREG.ZANON,2,20102011,MIN,1767,1492,9,248,-2.7,0.1,0.4,-0.3,-2.6,-0.5
GREGORY.CAMPBELL,1,20072008,FLA,1007,772,12,207,-2.9,0.1,1.3,-0.9,-2.4,-0.5
GREGORY.CAMPBELL,1,20132014,BOS,976,805,12,151,-2.6,0.1,0.0,0.1,-2.4,-0.5
IAN.COLE,2,20152016,PIT,1207,1008,25,159,-3.6,0.2,2.3,-1.2,-2.3,-0.5
ILKKA.PIKKARAINEN,1,20092010,N.J,253,241,10,0,-2.1,0.1,0.0,-0.4,-2.4,-0.5
J.T..MILLER,1,20132014,NYR,344,312,25,0,-3.3,0.2,0.0,0.4,-2.8,-0.5
JACK.SKILLE,1,20142015,CBJ,563,551,5,3,-3.7,0.0,0.0,1.1,-2.5,-0.5
JAMAL.MAYERS,1,20102011,S.J,689,600,2,86,-0.4,0.0,0.2,-2.1,-2.4,-0.5
JAMES.DOWD,1,20072008,PHI,616,472,6,125,-1.1,0.0,0.1,-1.9,-2.8,-0.5
JAMIE.MCGINN,1,20142015,COL,281,237,36,1,-2.4,0.0,0.0,-0.2,-2.5,-0.5
JANNIK.HANSEN,1,20132014,VAN,1112,979,58,59,-2.3,0.0,0.0,-0.3,-2.6,-0.5
JARED.BOLL,1,20132014,CBJ,214,212,1,0,-3.0,0.0,0.0,0.4,-2.6,-0.5
JARED.BOLL,1,20152016,CBJ,200,199,1,0,-1.8,0.0,0.0,-0.9,-2.7,-0.5
JARRED.TINORDI,2,20142015,MTL,157,152,0,5,-2.3,0.0,0.0,-0.2,-2.4,-0.5
JARRET.STOLL,1,20152016,MIN,573,472,1,85,-1.7,0.0,0.0,-1.0,-2.7,-0.5
JASON.AKESON,1,20142015,PHI,104,101,3,0,-2.4,0.0,0.0,-0.2,-2.6,-0.5
JASON.CHIMERA,1,20142015,WSH,992,852,14,106,-1.9,0.1,0.0,-0.9,-2.7,-0.5
JASON.DEMERS,2,20122013,S.J,410,351,29,29,-2.8,0.0,0.7,-0.2,-2.3,-0.5
JAY.HARRISON,2,20122013,CAR,936,799,23,101,-0.9,0.1,0.0,-1.9,-2.7,-0.5
JAY.HARRISON,2,20142015,WPG,546,454,18,61,-1.9,0.1,0.2,-0.7,-2.3,-0.5
JAY.PANDOLFO,1,20122013,BOS,163,141,0,22,-3.0,0.0,0.0,0.4,-2.6,-0.5
JAY.ROSEHILL,1,20102011,TOR,135,135,0,0,-2.2,0.0,0.0,-0.4,-2.6,-0.5
JEFF.SCHULTZ,2,20122013,WSH,369,330,0,38,-2.3,0.0,0.2,-0.4,-2.4,-0.5
JERRED.SMITHSON,1,20112012,NSH,632,507,3,108,-0.9,0.0,0.0,-1.8,-2.6,-0.5
JESPER.BRATT,1,20172018,N.J,1129,887,152,78,-5.8,0.7,1.1,1.3,-2.7,-0.5
JESSE.JOENSUU,1,20102011,NYI,486,478,5,0,-2.4,0.0,0.0,-0.3,-2.7,-0.5
JESSE.JOENSUU,1,20142015,EDM,213,193,4,14,-1.8,0.0,0.0,-1.0,-2.8,-0.5
JIMMY.VESEY,1,20162017,NYR,1090,951,123,1,-4.4,0.2,0.0,1.8,-2.4,-0.5
JIRI.HUDLER,1,20102011,DET,997,824,164,0,-1.6,0.0,0.0,-1.0,-2.6,-0.5
JOE.COLBORNE,1,20132014,CGY,1141,993,110,21,-1.5,0.0,0.0,-1.1,-2.6,-0.5
JOE.MORROW,2,20162017,BOS,264,249,1,14,-2.4,0.0,0.0,-0.3,-2.7,-0.5
JOEL.LUNDQVIST,1,20082009,DAL,462,422,8,32,-2.3,0.1,0.2,-0.6,-2.6,-0.5
JORDAN.LEOPOLD,2,20142015,CBJ,309,283,10,13,-2.7,0.1,0.0,0.2,-2.4,-0.5
JORDAN.NOLAN,1,20122013,L.A,373,366,5,0,-2.2,0.0,0.0,-0.2,-2.4,-0.5
JORDAN.SCHROEDER,1,20172018,CBJ,157,153,2,1,-2.7,0.0,0.0,-0.1,-2.8,-0.5
JUSSI.JOKINEN,1,20072008,T.B,379,304,68,1,-2.9,0.6,0.0,-0.4,-2.8,-0.5
JUSTIN.SCHULTZ,2,20152016,EDM,903,732,94,50,-3.2,0.0,0.0,0.9,-2.4,-0.5
JYRKI.JOKIPAKKA,2,20162017,CGY,548,525,4,7,-3.2,0.0,0.0,0.6,-2.6,-0.5
KENT.HUSKINS,2,20122013,DET,169,141,1,26,-2.9,0.0,0.0,0.2,-2.6,-0.5
KEVIN.CONNAUTON,2,20132014,DAL,552,518,25,7,-2.4,0.2,0.0,-0.2,-2.5,-0.5
KEVIN.SHATTENKIRK,2,20172018,NYR,931,764,146,3,-2.4,0.9,0.0,-1.4,-2.9,-0.5
KEVYN.ADAMS,1,20072008,CHI,286,204,4,69,-3.4,0.0,0.5,0.4,-2.5,-0.5
KLAS.DAHLBECK,2,20172018,CAR,540,502,1,35,-2.3,0.0,0.0,-0.6,-2.9,-0.5
KRIS.NEWBURY,1,20072008,TOR,123,116,4,1,-2.2,0.0,0.0,-0.2,-2.4,-0.5
KRIS.RUSSELL,2,20072008,CBJ,969,740,210,6,-3.7,0.0,0.0,1.3,-2.4,-0.5
KYLE.CLIFFORD,1,20162017,L.A,783,768,6,2,-1.9,0.0,0.0,-0.9,-2.7,-0.5
KYLE.QUINCEY,2,20072008,DET,84,64,0,19,-2.4,0.0,0.0,-0.1,-2.5,-0.5
KYLE.TURRIS,1,20122013,OTT,939,715,128,68,-2.2,0.0,0.0,-0.4,-2.6,-0.5
LANDON.FERRARO,1,20152016,DET,96,87,0,8,-2.4,0.0,0.0,0.1,-2.4,-0.5
LAURI.KORPIKOSKI,1,20082009,NYR,742,658,16,55,-5.9,0.1,0.8,2.6,-2.5,-0.5
LAURI.KORPIKOSKI,1,20152016,EDM,989,771,57,141,-3.5,0.9,0.0,0.1,-2.5,-0.5
LENNART.PETRELL,1,20112012,EDM,578,505,2,65,-3.3,0.0,0.3,0.3,-2.7,-0.5
LOGAN.SHAW,1,20172018,MTL,373,335,1,34,-2.2,0.0,0.0,-0.3,-2.5,-0.5
LUCA.SBISA,2,20082009,PHI,682,594,67,6,-2.3,0.5,0.0,-0.9,-2.6,-0.5
LUKE.ADAM,1,20102011,BUF,213,182,30,0,-2.9,0.1,0.0,0.0,-2.8,-0.5
LUKE.GLENDENING,1,20132014,DET,774,611,6,149,-3.3,0.0,0.0,0.8,-2.4,-0.5
LUKE.SCHENN,2,20112012,TOR,1267,1151,5,105,-2.1,0.0,0.0,-0.4,-2.5,-0.5
MARC-ANDRE.BERGERON,2,20122013,CAR,196,151,38,2,-3.3,0.6,0.0,0.1,-2.6,-0.5
MARC-ANDRE.GRAGNANI,2,20112012,VAN,216,193,21,1,-2.4,0.1,0.0,-0.1,-2.4,-0.5
MARCO.SCANDELLA,2,20172018,BUF,1911,1510,121,215,-3.8,0.0,0.0,1.0,-2.9,-0.5
MARK.BOROWIECKI,2,20132014,OTT,164,143,0,20,-0.9,0.0,0.0,-1.5,-2.3,-0.5
MARTIN.MARINCIN,2,20132014,EDM,843,713,22,103,-3.5,0.1,0.9,0.0,-2.4,-0.5
MASON.RAYMOND,1,20112012,VAN,857,737,63,50,-3.4,0.0,0.0,0.8,-2.6,-0.5
MATT.BELESKEY,1,20172018,BOS,152,131,14,6,-3.2,0.1,0.0,0.2,-2.9,-0.5
MATT.CARKNER,2,20112012,OTT,336,310,0,26,-1.6,0.0,0.0,-0.7,-2.3,-0.5
MATT.FRASER,1,20142015,BOS,251,248,2,0,-2.6,0.0,0.0,0.0,-2.6,-0.5
MATT.HUNWICK,2,20102011,COL,995,787,77,121,-3.6,0.4,0.0,0.4,-2.8,-0.5
MATT.JONES,2,20072008,ARI,655,577,1,68,-3.4,0.0,0.0,0.7,-2.7,-0.5
MATT.LASHOFF,2,20082009,T.B,285,210,48,20,-3.0,0.0,0.0,0.1,-2.9,-0.5
MATT.MOULSON,1,20172018,BUF,144,119,21,0,-2.9,0.1,0.0,-0.1,-2.9,-0.5
MATT.SMABY,2,20072008,T.B,170,155,0,13,-2.3,0.0,0.0,-0.5,-2.7,-0.5
MATT.TENNYSON,2,20142015,S.J,473,398,44,12,-1.8,0.0,0.0,-0.9,-2.6,-0.5
MAXIME.FORTUNUS,2,20092010,DAL,121,113,1,7,-2.3,0.0,0.0,-0.2,-2.5,-0.5
MELKER.KARLSSON,1,20172018,S.J,941,818,3,98,-2.5,0.0,0.0,-0.5,-3.0,-0.5
MICHAEL.CHAPUT,1,20142015,CBJ,337,301,2,31,-2.0,0.0,0.0,-0.5,-2.5,-0.5
MICHAEL.KOSTKA,2,20122013,TOR,773,620,89,50,-2.4,0.3,0.0,-0.4,-2.5,-0.5
MICHAL.HANDZUS,1,20112012,S.J,968,792,72,90,-2.2,0.1,0.0,-0.2,-2.3,-0.5
MIKE.COMMODORE,2,20072008,OTT,430,354,4,69,-4.1,0.0,1.3,0.0,-2.8,-0.5
MIKE.KOMISAREK,2,20092010,TOR,678,593,12,66,-1.4,0.1,0.0,-1.1,-2.4,-0.5
MIKE.RICHARDS,1,20142015,L.A,706,593,66,39,-4.2,0.0,1.1,0.5,-2.7,-0.5
MIKE.SANTORELLI,1,20112012,FLA,744,671,66,2,-2.2,0.0,0.0,-0.1,-2.3,-0.5
MIKE.VAN RYN,2,20072008,FLA,356,277,26,50,-3.4,0.1,1.4,-0.6,-2.5,-0.5
MIKKEL.BOEDKER,1,20112012,ARI,1077,964,79,28,-4.2,0.0,0.0,1.6,-2.6,-0.5
NATE.THOMPSON,1,20152016,ANA,568,475,6,76,-0.8,0.0,0.0,-1.6,-2.4,-0.5
NATHAN.GERBE,1,20152016,CAR,632,528,48,49,-3.3,0.0,0.3,0.7,-2.3,-0.5
NATHAN.PAETSCH,2,20092010,CBJ,112,87,24,1,-2.2,0.2,0.0,-0.5,-2.5,-0.5
NICK.RITCHIE,1,20172018,ANA,998,928,32,26,-1.2,0.6,0.0,-2.0,-2.5,-0.5
NICK.TARNASKY,1,20092010,FLA,211,207,1,0,-2.5,0.0,0.0,-0.2,-2.7,-0.5
NICKLAS.GROSSMANN,2,20112012,DAL,986,850,4,118,-3.2,0.0,0.8,-0.4,-2.7,-0.5
NICKLAS.GROSSMANN,2,20132014,PHI,1491,1263,5,205,-2.3,0.0,1.1,-1.2,-2.3,-0.5
NICOLAS.DESLAURIERS,1,20142015,BUF,974,899,9,54,-3.4,0.1,1.5,-0.7,-2.5,-0.5
NIKLAS.KRONWALL,2,20172018,DET,1461,1219,180,33,-3.7,1.9,0.0,-1.0,-2.7,-0.5
NOAH.WELCH,2,20082009,T.B,285,250,6,25,-1.9,0.0,0.0,-0.7,-2.6,-0.5
PATRICK.KALETA,1,20142015,BUF,372,318,1,49,-3.5,0.0,0.0,0.7,-2.8,-0.5
PAUL.CAREY,1,20172018,NYR,616,582,1,30,-2.2,0.0,0.2,-0.9,-2.8,-0.5
PAUL.MARA,2,20082009,NYR,1441,1063,199,147,-3.7,1.6,0.0,-0.4,-2.6,-0.5
PAUL.THOMPSON,1,20162017,FLA,166,165,0,0,-1.7,0.0,0.0,-0.7,-2.4,-0.5
PETTER.GRANBERG,2,20152016,NSH,370,353,0,14,-2.6,0.0,0.0,0.3,-2.3,-0.5
PETTERI.NOKELAINEN,1,20092010,ARI,177,150,0,16,-2.2,0.0,0.0,-0.2,-2.4,-0.5
PHILIP.MCRAE,1,20102011,STL,136,132,3,0,-2.7,0.0,0.0,0.1,-2.6,-0.5
PIERRE-CEDRIC.LABRIE,1,20132014,T.B,89,89,1,0,-1.9,0.0,0.0,-0.9,-2.8,-0.5
RADKO.GUDAS,2,20132014,T.B,1396,1193,57,126,-2.4,0.5,0.5,-1.0,-2.4,-0.5
RASMUS.RISSANEN,2,20142015,CAR,90,84,0,5,-2.4,0.0,0.0,-0.3,-2.6,-0.5
RASMUS.RISTOLAINEN,2,20132014,BUF,650,542,56,47,-3.7,0.0,0.5,0.9,-2.4,-0.5
RENE.BOURQUE,1,20142015,ANA,364,331,32,1,-3.0,0.7,0.0,-0.5,-2.8,-0.5
RICHARD.PANIK,1,20132014,T.B,635,557,65,4,-4.3,0.2,0.0,1.6,-2.5,-0.5
ROB.KLINKHAMMER,1,20152016,EDM,132,126,0,6,-2.6,0.0,0.0,-0.1,-2.7,-0.5
ROB.NIEDERMAYER,1,20092010,N.J,1194,962,61,142,-0.9,0.0,0.4,-2.2,-2.6,-0.5
ROBYN.REGEHR,2,20142015,L.A,1361,1154,8,173,-1.1,0.0,0.0,-1.4,-2.4,-0.5
ROD.PELLEY,1,20072008,N.J,540,400,11,104,-2.9,0.1,0.0,0.2,-2.7,-0.5
ROD.PELLEY,1,20102011,N.J,874,748,10,103,-2.4,0.1,0.0,-0.2,-2.6,-0.5
ROSTISLAV.KLESLA,2,20082009,CBJ,713,545,46,105,-2.0,0.0,0.0,-0.7,-2.7,-0.5
RYAN.CALLAHAN,1,20162017,T.B,255,208,4,36,-3.0,0.0,0.0,0.5,-2.5,-0.5
RYAN.GARBUTT,1,20152016,CHI,444,425,3,13,-2.2,0.0,0.0,-0.4,-2.5,-0.5
RYAN.JOHNSTON,2,20162017,MTL,69,69,0,0,-2.3,0.0,0.0,-0.3,-2.6,-0.5
RYAN.KESLER,1,20172018,ANA,794,604,64,97,-2.6,0.0,0.0,-0.4,-3.0,-0.5
RYAN.O'BYRNE,2,20102011,COL,1306,1113,7,174,1.2,0.0,0.0,-3.9,-2.7,-0.5
RYAN.SMYTH,1,20122013,EDM,722,533,57,118,-2.1,0.0,0.4,-0.7,-2.4,-0.5
RYAN.STROME,1,20152016,NYI,1105,988,104,2,-1.3,0.0,0.0,-1.0,-2.3,-0.5
RYAN.STROME,1,20162017,NYI,1007,815,176,1,-1.7,0.6,0.0,-1.7,-2.8,-0.5
RYAN.WHITE,1,20162017,MIN,189,185,2,0,-2.8,0.0,0.0,0.1,-2.7,-0.5
RYAN.WHITNEY,2,20082009,PIT,688,466,155,46,-3.4,0.0,0.5,0.1,-2.8,-0.5
SAKU.KOIVU,1,20122013,ANA,827,626,83,94,-2.8,0.0,0.5,-0.3,-2.5,-0.5
SAMUEL.PAHLSSON,1,20072008,ANA,1047,742,27,222,-2.9,0.1,0.0,0.4,-2.4,-0.5
SAMUEL.PAHLSSON,1,20082009,ANA,960,642,53,240,-3.4,1.6,0.0,-0.8,-2.6,-0.5
SCOTT.GOMEZ,1,20152016,STL,236,196,37,1,-4.1,1.5,0.0,0.2,-2.4,-0.5
SCOTT.TIMMINS,1,20102011,FLA,206,168,0,37,-2.3,0.0,0.5,-0.7,-2.5,-0.5
SERGEY.KALININ,1,20162017,N.J,547,444,18,85,-2.6,0.1,0.0,-0.3,-2.8,-0.5
SHANE.PRINCE,1,20172018,NYI,168,155,13,0,-2.7,0.1,0.0,0.0,-2.6,-0.5
SHAWN.THORNTON,1,20072008,BOS,424,417,3,1,-3.3,0.0,0.0,0.4,-2.8,-0.5
SHELDON.BROOKBANK,2,20102011,ANA,533,446,1,84,-3.2,0.0,0.0,0.4,-2.8,-0.5
STEPHEN.GIONTA,1,20152016,N.J,1001,833,7,146,-1.9,0.0,0.0,-0.7,-2.5,-0.5
STEVE.EMINGER,2,20072008,WSH,223,215,1,7,-2.4,0.0,0.0,-0.1,-2.5,-0.5
STEVE.MCCARTHY,2,20072008,ATL,869,774,43,46,-3.8,0.0,0.0,1.1,-2.7,-0.5
STEVE.STAIOS,2,20092010,CGY,331,278,30,15,-3.4,0.6,0.0,0.2,-2.6,-0.5
T.J..GALIARDI,1,20112012,COL,746,631,39,65,-0.4,0.0,0.0,-2.3,-2.7,-0.5
TAYLOR.CHORNEY,2,20092010,EDM,730,623,25,80,-4.5,0.2,1.1,0.4,-2.9,-0.5
TEEMU.SELANNE,1,20122013,ANA,722,607,100,1,-4.4,1.0,0.0,0.7,-2.7,-0.5
TIM.ERIXON,2,20112012,NYR,234,216,13,4,-2.7,0.1,0.0,-0.1,-2.7,-0.5
TIM.ERIXON,2,20142015,TOR,237,191,20,27,-2.7,0.1,0.0,-0.1,-2.7,-0.5
TOM.GILBERT,2,20162017,L.A,278,229,28,19,-2.3,0.0,0.0,-0.1,-2.4,-0.5
TOMMY.WINGELS,1,20142015,S.J,1234,994,104,94,-6.7,1.2,0.0,2.8,-2.7,-0.5
TYLER.SLOAN,2,20092010,WSH,570,523,1,41,-3.2,0.0,0.0,0.3,-2.9,-0.5
TYSON.BARRIE,2,20122013,COL,688,560,80,38,-3.5,0.1,0.0,1.0,-2.4,-0.5
TYSON.STRACHAN,2,20102011,STL,352,323,5,23,-3.7,0.0,0.0,1.0,-2.6,-0.5
VALTTERI.FILPPULA,1,20172018,PHI,1321,1081,123,104,-3.4,0.0,0.0,0.7,-2.7,-0.5
VERNON.FIDDLER,1,20082009,NSH,1089,827,31,211,-4.3,0.0,0.0,1.4,-2.9,-0.5
VINCENT.LECAVALIER,1,20132014,PHI,1048,853,168,3,-3.3,0.4,0.0,0.5,-2.4,-0.5
VLADISLAV.NAMESTNIKOV,1,20172018,NYR,299,248,41,2,-2.6,0.2,0.0,-0.1,-2.6,-0.5
YANNICK.WEBER,2,20172018,NSH,567,559,1,5,-2.4,0.0,0.0,-0.3,-2.7,-0.5
ZACH.BOGOSIAN,2,20132014,WPG,1260,1037,88,121,-2.1,0.0,0.0,-0.6,-2.7,-0.5
ZACH.SILL,1,20132014,PIT,216,173,2,38,-2.6,0.0,0.0,-0.1,-2.6,-0.5
AARON.DOWNEY,1,20072008,DET,257,255,1,0,-0.6,0.0,0.0,-2.7,-3.3,-0.6
AARON.EKBLAD,2,20162017,FLA,1459,1194,186,53,-4.6,0.7,0.6,0.0,-3.4,-0.6
ADAM.BURISH,1,20142015,S.J,221,188,1,30,-2.5,0.0,0.0,-0.6,-3.1,-0.6
ADAM.FOOTE,2,20082009,COL,824,656,5,150,-2.2,0.0,0.0,-1.0,-3.1,-0.6
ADRIAN.AUCOIN,2,20122013,CBJ,588,533,1,54,-3.8,0.0,0.8,-0.1,-3.1,-0.6
ALEX.BURMISTROV,1,20162017,WPG,254,218,3,32,-3.6,0.0,0.5,-0.1,-3.2,-0.6
ALEX.BURROWS,1,20152016,VAN,1198,885,151,136,-5.3,0.0,1.1,1.0,-3.2,-0.6
ANDRE.DEVEAUX,1,20082009,TOR,152,148,3,0,-2.8,0.0,0.0,-0.4,-3.2,-0.6
ANDRE.ROY,1,20082009,CGY,236,234,0,1,-2.3,0.0,0.0,-1.1,-3.3,-0.6
ANDREAS.LILJA,2,20112012,PHI,630,584,1,42,-1.4,0.0,0.0,-1.8,-3.2,-0.6
ANDREAS.NODL,1,20112012,CAR,579,567,4,7,-3.5,0.0,0.0,0.2,-3.3,-0.6
ANDREJ.MESZAROS,2,20122013,PHI,202,165,22,14,-3.5,0.1,0.0,0.5,-2.9,-0.6
ANDREW.ALBERTS,2,20122013,VAN,364,331,1,32,-3.4,0.0,0.4,0.1,-2.8,-0.6
ANDREW.CAMPBELL,2,20142015,ARI,579,474,0,95,-4.4,0.0,1.4,0.1,-2.9,-0.6
ANDREW.FERENCE,2,20142015,EDM,1316,1175,6,130,-2.9,0.0,0.0,0.0,-2.9,-0.6
ANDREW.LADD,1,20162017,NYI,1261,1013,157,64,-1.8,0.0,0.6,-1.6,-2.9,-0.6
ANDREW.PETERS,1,20072008,BUF,138,136,2,0,-2.5,0.0,0.0,-0.5,-3.0,-0.6
ANDY.ANDREOFF,1,20142015,L.A,154,151,1,0,-2.4,0.0,0.0,-0.5,-2.9,-0.6
ANDY.GREENE,2,20072008,N.J,1150,878,116,107,-6.2,0.7,1.0,1.1,-3.3,-0.6
ANTON.LANDER,1,20112012,EDM,594,494,6,90,-2.8,0.0,0.0,-0.2,-3.0,-0.6
ANTON.VOLCHENKOV,2,20072008,OTT,1374,1063,7,278,-4.6,0.0,0.0,1.5,-3.1,-0.6
BOYD.DEVEREAUX,1,20072008,TOR,866,689,6,139,-2.4,0.0,0.1,-0.6,-2.9,-0.6
BRAD.MARCHAND,1,20092010,BOS,239,214,4,22,-3.0,0.0,0.0,-0.1,-3.1,-0.6
BRAD.WINCHESTER,1,20082009,STL,778,671,97,1,-2.6,0.9,0.0,-1.3,-3.0,-0.6
BRANDON.MANNING,2,20172018,PHI,1167,1056,18,82,-2.7,0.1,0.0,-0.6,-3.2,-0.6
BRANDON.PIRRI,1,20152016,FLA,771,642,114,1,-3.9,0.0,0.0,0.7,-3.2,-0.6
BRENDAN.SHANAHAN,1,20082009,N.J,506,366,86,49,-1.9,0.0,0.4,-1.6,-3.2,-0.6
BRETT.FESTERLING,2,20082009,ANA,661,566,2,95,-4.7,0.0,0.0,1.7,-3.0,-0.6
BRETT.LEBDA,2,20072008,DET,1283,1135,105,30,-4.0,0.0,0.7,0.0,-3.3,-0.6
